cpu_percent,memory_percent,disk_percent,db_connections,db_pool_usage,api_latency_ms,error_rate,request_rate,queue_depth,network_latency_ms,traffic_growth_percent,failure_type,failure_in_next_window
79.9,42.86,64.64,49.3,67.35,217.74,0.67,915.94,61.89,41.49,13.14,none,0
41.31,41.5,68.89,56.06,63.35,95.74,1.94,1005.05,0.0,46.95,17.92,none,0
44.47,59.95,63.18,33.6,31.55,147.61,1.31,1022.05,23.73,43.19,-5.66,none,0
17.7,49.03,51.95,42.97,32.34,74.45,1.69,948.78,35.77,15.25,22.17,none,0
0.0,52.27,47.92,28.0,63.48,1460.02,6.85,1363.16,189.28,16.33,41.88,api_availability_degradation,1
33.72,39.56,60.37,34.11,33.08,167.58,0.31,919.5,6.94,19.67,16.71,none,0
34.24,60.21,79.24,48.77,60.31,122.42,1.54,1001.83,34.86,54.47,-9.7,none,0
37.72,38.36,58.45,48.26,45.88,129.87,2.58,1054.15,27.75,41.0,12.44,none,0
32.04,71.15,61.93,27.72,17.76,184.44,2.53,1113.0,39.19,49.57,5.05,none,0
79.88,94.19,63.79,42.07,36.78,831.34,6.09,980.12,112.23,28.34,13.0,memory_exhaustion,1
50.57,75.01,54.34,96.44,95.46,849.49,6.74,1254.07,48.51,62.67,12.86,database_connection_exhaustion,1
68.93,47.62,39.35,39.51,71.36,153.59,1.71,1521.55,42.53,35.68,-12.0,none,0
34.83,57.92,54.28,51.13,58.44,63.54,1.6,995.45,34.32,47.57,6.52,none,0
28.06,30.95,56.8,91.05,97.47,1154.6,5.13,978.59,129.52,33.35,14.21,database_connection_exhaustion,1
47.85,62.9,42.47,49.74,41.13,171.25,2.48,1369.32,48.45,25.15,0.27,none,0
54.07,46.85,41.25,0.0,21.09,134.73,1.27,1102.77,39.02,73.89,-2.7,none,0
31.07,70.12,55.19,60.19,36.56,124.93,0.13,917.31,30.16,53.01,10.61,none,0
42.69,52.91,54.77,34.57,51.14,136.21,2.83,802.64,24.9,21.34,8.38,none,0
44.88,35.97,40.25,33.53,55.94,145.27,1.4,1140.61,20.1,10.51,-5.99,none,0
44.27,56.7,52.82,60.25,50.42,79.59,0.0,748.15,32.07,45.57,3.95,none,0
64.81,50.17,60.25,68.95,17.83,1385.01,12.12,2035.53,188.68,15.5,47.74,api_availability_degradation,1
40.13,51.43,45.46,26.62,51.42,75.06,1.35,425.5,31.06,29.1,10.68,none,0
43.09,50.63,45.83,36.5,36.51,143.74,1.05,1112.61,3.45,17.51,23.89,none,0
29.78,49.69,66.51,54.62,33.78,124.37,1.23,1077.85,30.68,26.24,-0.1,none,0
67.23,47.87,100.0,96.3,92.48,1106.35,5.93,1118.77,118.4,34.3,2.15,database_connection_exhaustion,1
63.74,66.03,67.62,16.93,25.84,185.06,0.94,1018.44,33.11,43.84,-5.56,none,0
37.13,57.08,51.89,73.81,66.73,256.58,2.82,966.43,21.99,22.97,7.66,none,0
44.35,40.05,60.41,95.49,93.8,708.89,5.66,643.45,124.96,47.99,4.52,database_connection_exhaustion,1
98.79,63.09,69.8,58.36,62.31,687.7,4.39,1902.2,163.2,47.0,52.55,cpu_saturation,1
35.65,70.0,33.63,39.28,56.47,97.36,0.91,1133.74,4.07,56.57,19.79,none,0
49.88,44.87,49.56,49.31,46.94,130.99,2.77,938.45,51.56,41.5,5.38,none,0
52.58,48.27,63.47,88.92,97.28,1031.65,5.93,830.59,165.11,11.8,-6.9,database_connection_exhaustion,1
28.45,41.15,78.59,93.56,90.78,1037.92,7.51,915.58,85.62,35.95,5.59,database_connection_exhaustion,1
38.02,33.04,58.21,52.36,48.18,936.89,7.45,1190.53,152.33,508.66,-7.86,network_degradation,1
70.02,90.79,89.85,26.12,30.83,486.0,4.69,808.05,77.53,26.79,-3.0,memory_exhaustion,1
40.38,54.18,47.79,32.1,34.55,219.61,3.24,1011.53,40.87,25.9,-0.9,none,0
9.55,59.27,46.53,28.83,50.82,222.12,1.25,1073.03,36.81,43.6,-4.97,none,0
47.76,17.24,67.86,22.45,46.92,1036.53,9.71,738.47,143.47,307.27,-6.09,network_degradation,1
18.0,57.17,70.5,77.35,40.78,157.95,0.0,1242.09,44.16,46.06,16.88,none,0
97.79,69.0,71.49,61.82,49.77,790.61,3.74,2419.97,144.94,33.22,31.93,cpu_saturation,1
44.37,54.22,96.3,36.44,46.34,461.39,3.09,955.14,10.09,47.51,13.43,disk_exhaustion,1
47.31,49.77,42.32,19.76,36.67,136.16,1.75,897.58,26.23,41.67,20.67,none,0
21.77,41.79,82.12,66.51,59.09,185.08,2.07,940.26,43.01,53.59,13.44,none,0
74.33,89.83,69.95,49.55,50.88,331.63,4.59,1220.46,124.42,33.25,-3.36,memory_exhaustion,1
55.76,62.01,52.03,39.69,43.33,641.87,9.45,884.91,181.58,487.43,2.35,network_degradation,1
40.74,69.96,53.38,34.54,55.3,103.79,2.0,1063.48,23.94,32.36,-3.73,none,0
41.66,53.73,54.83,41.82,49.9,175.6,1.61,952.78,13.7,30.95,1.94,none,0
18.91,57.43,59.82,36.27,31.26,115.67,0.44,915.17,27.31,53.78,9.74,none,0
46.68,39.07,81.11,40.22,21.82,1100.96,12.27,1719.34,141.66,47.86,46.5,api_availability_degradation,1
33.14,46.39,56.51,64.96,26.86,142.54,2.58,1242.84,25.87,38.93,9.59,none,0
65.67,63.58,34.27,21.07,36.84,57.37,2.55,626.03,25.51,26.93,-10.87,none,0
36.35,72.88,76.08,44.95,13.57,132.99,3.33,1107.05,27.49,30.83,13.87,none,0
49.26,63.63,71.24,51.56,21.2,715.44,6.89,990.68,107.72,348.88,8.92,network_degradation,1
53.7,44.59,26.57,57.64,63.05,867.93,13.43,775.15,174.65,594.96,-2.48,network_degradation,1
38.54,37.72,48.64,43.46,33.62,1414.66,6.97,1687.06,195.24,41.15,37.1,api_availability_degradation,1
83.05,96.06,40.68,36.09,62.74,848.92,4.6,1162.39,132.89,70.48,15.11,memory_exhaustion,1
39.68,53.49,39.18,24.38,58.04,150.18,0.48,1203.63,0.0,27.85,-11.61,none,0
38.5,50.95,59.56,57.13,55.43,190.06,1.29,1213.28,20.17,33.97,-10.37,none,0
30.1,66.93,63.06,47.99,50.5,96.74,2.78,909.58,45.19,31.85,-9.31,none,0
35.95,55.54,9.58,43.94,54.06,829.32,9.68,1790.3,124.84,20.59,40.4,api_availability_degradation,1
30.84,50.29,55.99,35.86,38.75,117.6,0.0,1231.73,47.92,13.75,17.08,none,0
28.47,47.49,44.42,96.62,90.97,1050.29,6.13,693.76,144.43,50.95,3.49,database_connection_exhaustion,1
42.95,37.91,64.45,39.32,47.32,170.44,2.68,891.05,17.28,64.69,5.03,none,0
50.43,45.88,50.98,89.19,100.0,756.67,10.13,905.2,172.4,49.57,-12.5,database_connection_exhaustion,1
98.12,57.38,50.29,67.79,47.69,689.88,7.15,2005.2,192.59,31.05,27.93,cpu_saturation,1
52.09,31.75,57.23,33.11,43.97,1096.26,8.46,1914.18,154.52,60.99,38.83,api_availability_degradation,1
76.19,94.5,55.02,32.26,55.03,581.46,2.83,1727.78,70.62,65.43,6.84,memory_exhaustion,1
62.0,60.01,81.68,39.11,37.71,92.54,2.34,776.97,29.54,44.7,-10.63,none,0
60.15,53.32,53.7,44.52,66.0,152.67,1.48,828.34,0.0,56.44,4.97,none,0
76.65,55.27,51.91,60.27,50.52,1357.11,12.53,1988.81,182.31,30.95,32.17,api_availability_degradation,1
42.2,37.44,72.36,92.78,98.97,801.16,4.92,1205.6,145.07,54.7,-12.23,database_connection_exhaustion,1
44.71,42.51,51.1,97.16,93.83,541.96,3.83,948.76,151.13,33.17,2.45,database_connection_exhaustion,1
44.35,49.76,54.96,52.31,67.96,172.26,1.75,857.18,6.86,47.12,10.55,none,0
70.68,36.08,45.79,55.02,45.02,1205.83,3.72,1328.67,179.23,64.42,33.76,api_availability_degradation,1
49.58,48.53,60.34,47.36,80.32,162.96,1.59,1105.23,29.61,16.24,11.92,none,0
68.33,58.27,50.97,48.94,71.8,138.8,0.55,1552.34,14.73,16.42,8.19,none,0
51.87,60.54,52.57,42.79,36.4,156.84,1.93,1226.69,16.53,21.31,13.85,none,0
30.22,27.8,76.11,49.13,53.18,712.49,6.4,994.2,166.74,503.8,-12.65,network_degradation,1
47.17,39.64,50.45,97.5,88.66,754.86,7.17,894.51,161.32,27.55,3.47,database_connection_exhaustion,1
32.19,47.76,93.07,34.93,43.19,450.8,3.7,1307.61,42.23,33.34,-5.13,disk_exhaustion,1
38.3,48.31,63.05,29.42,59.36,847.95,11.57,1074.08,155.91,589.53,6.9,network_degradation,1
54.71,93.69,58.67,16.15,53.32,444.38,7.89,911.27,29.95,31.94,4.22,memory_exhaustion,1
60.19,48.09,24.3,70.16,65.25,212.5,1.57,832.11,30.98,48.19,-0.42,none,0
98.03,73.78,68.89,67.85,57.85,964.97,5.5,1884.45,121.81,52.87,34.13,cpu_saturation,1
48.74,48.42,35.67,49.48,23.23,155.15,0.23,461.42,39.2,23.45,9.34,none,0
47.2,42.48,53.03,35.16,59.17,858.43,8.59,1186.18,192.59,508.26,-5.61,network_degradation,1
13.87,48.47,55.45,44.7,56.99,191.24,1.33,577.62,67.63,39.91,5.87,none,0
39.1,65.5,50.4,72.44,51.83,116.23,3.24,1150.6,20.87,18.89,11.98,none,0
50.81,53.96,78.38,53.98,35.13,119.25,1.94,1125.53,46.32,45.53,11.8,none,0
91.1,76.51,51.12,42.17,49.86,712.18,2.71,1569.89,156.35,22.27,38.96,cpu_saturation,1
69.23,47.63,56.15,48.8,46.36,151.2,1.46,608.14,36.79,23.88,8.76,none,0
51.1,39.4,59.73,41.8,36.15,253.18,0.78,1123.68,52.89,45.74,-1.15,none,0
24.05,51.12,56.95,41.24,66.36,148.13,0.26,1379.12,12.77,48.21,11.79,none,0
72.59,93.2,50.24,14.36,19.66,548.66,7.2,1324.88,122.93,35.28,4.07,memory_exhaustion,1
59.54,35.95,94.71,50.88,73.75,448.06,3.95,1283.81,26.86,47.78,9.89,disk_exhaustion,1
22.53,58.66,63.56,33.86,32.4,174.43,2.9,1255.19,48.01,35.43,9.15,none,0
34.11,52.35,41.98,33.82,38.32,133.08,1.48,483.43,16.01,63.56,4.91,none,0
51.24,48.7,41.76,91.93,88.11,965.59,7.45,896.17,141.85,41.15,3.24,database_connection_exhaustion,1
37.55,58.86,61.46,46.91,74.66,173.54,1.13,1384.07,37.65,66.68,-13.55,none,0
40.53,27.34,57.49,39.42,15.02,111.69,2.61,1227.18,19.32,28.89,13.61,none,0
53.9,28.02,79.63,54.88,17.34,130.98,1.75,503.28,29.35,47.22,-15.69,none,0
43.13,61.0,51.48,29.14,27.68,134.4,1.35,1266.01,25.81,16.6,0.42,none,0
50.25,56.96,66.25,40.46,34.5,124.46,1.43,872.71,54.14,34.51,3.98,none,0
62.17,90.72,39.57,73.08,53.16,662.25,4.79,1308.83,70.47,14.45,9.75,memory_exhaustion,1
52.04,40.07,30.47,25.38,45.33,110.82,1.58,1278.1,20.55,79.99,7.76,none,0
24.98,45.82,51.27,56.4,36.06,171.62,1.53,1243.69,45.8,45.0,12.65,none,0
53.06,53.33,61.14,69.18,46.69,186.45,0.96,1375.23,36.74,34.82,4.3,none,0
45.07,52.52,52.05,21.18,71.62,163.31,1.72,987.99,43.62,40.72,1.89,none,0
63.77,52.43,54.47,38.47,40.19,204.03,0.77,1167.42,40.6,43.23,3.1,none,0
54.96,30.86,57.5,45.78,56.52,105.21,0.74,1133.65,27.44,9.74,4.94,none,0
53.23,35.77,62.05,59.74,19.12,739.51,5.97,618.95,174.55,622.23,0.84,network_degradation,1
56.62,49.8,64.82,54.71,31.88,120.3,1.5,516.66,24.86,28.11,6.71,none,0
51.44,52.67,53.47,52.04,53.89,138.1,1.53,830.33,19.65,63.71,2.98,none,0
43.84,54.46,46.84,100.0,96.17,1001.99,6.89,794.77,84.18,38.78,-6.54,database_connection_exhaustion,1
42.52,45.74,26.14,92.52,93.3,803.04,11.54,655.34,97.77,63.05,-0.2,database_connection_exhaustion,1
31.59,55.89,35.73,60.32,41.98,156.45,1.74,915.11,43.74,49.75,10.16,none,0
39.77,48.66,81.07,23.79,35.43,818.29,9.77,835.58,100.36,511.71,13.58,network_degradation,1
97.51,63.03,70.35,52.59,36.79,953.02,11.06,1411.23,106.95,21.27,55.01,cpu_saturation,1
21.9,33.48,96.8,56.61,76.62,512.04,4.41,768.88,25.72,41.33,13.83,disk_exhaustion,1
39.07,51.45,53.56,33.27,58.27,228.73,1.64,988.5,41.38,42.78,16.4,none,0
53.79,70.8,74.02,91.54,89.14,990.13,4.45,1208.39,154.13,28.73,4.73,database_connection_exhaustion,1
94.25,74.5,35.96,44.52,37.2,576.05,4.19,1840.69,139.84,30.38,28.25,cpu_saturation,1
50.0,71.98,60.39,53.94,61.23,722.24,5.91,1000.73,109.56,526.1,-4.8,network_degradation,1
68.1,98.73,14.14,52.69,36.4,654.05,4.43,1480.27,91.71,38.57,-10.75,memory_exhaustion,1
50.47,58.29,37.47,42.77,44.96,160.59,2.54,643.62,44.34,45.47,0.02,none,0
51.36,99.21,27.81,0.0,26.75,683.53,1.69,1149.33,90.55,18.85,1.19,memory_exhaustion,1
61.36,92.37,30.64,57.28,50.45,548.8,5.69,1253.33,91.7,16.69,-2.35,memory_exhaustion,1
40.9,41.53,71.34,54.9,54.36,1147.65,12.68,1385.87,187.26,26.1,45.67,api_availability_degradation,1
35.99,60.15,62.64,39.79,33.75,107.54,3.57,427.16,3.6,56.54,13.87,none,0
15.12,56.47,40.31,43.52,51.1,925.84,4.3,1321.23,60.55,493.74,0.2,network_degradation,1
32.52,66.23,58.56,68.66,42.66,107.9,0.16,792.71,20.7,3.62,-3.41,none,0
45.33,49.49,59.8,20.66,27.97,196.3,1.29,1211.73,27.88,42.81,10.29,none,0
34.99,41.84,53.83,53.61,38.9,207.75,2.9,780.38,47.83,39.73,8.81,none,0
63.29,54.17,49.78,38.74,26.98,121.42,2.48,1270.75,20.4,23.53,14.52,none,0
15.36,84.56,55.17,93.48,88.16,783.93,3.05,633.11,138.63,23.68,2.96,database_connection_exhaustion,1
48.04,35.9,76.09,52.0,43.42,616.2,11.95,802.69,91.68,490.96,-5.49,network_degradation,1
32.62,50.0,94.32,33.71,11.84,380.61,5.45,910.23,17.85,23.75,2.34,disk_exhaustion,1
41.21,49.55,29.64,28.23,44.41,146.15,0.87,993.49,34.02,48.8,11.66,none,0
46.61,33.33,50.56,25.96,57.68,218.66,1.5,1290.58,46.41,44.56,10.27,none,0
40.23,61.38,34.06,48.72,53.31,78.28,3.03,1273.13,46.51,46.13,-4.49,none,0
43.51,58.36,63.14,70.65,40.34,132.0,1.51,710.95,52.53,36.25,7.53,none,0
33.71,53.33,54.88,85.08,94.87,727.94,6.47,625.06,78.68,61.22,-16.5,database_connection_exhaustion,1
51.45,29.85,92.55,67.57,82.23,180.32,2.75,1223.2,14.93,34.42,9.24,none,0
44.9,56.66,98.14,38.81,22.93,465.59,6.24,678.78,21.11,44.28,11.68,disk_exhaustion,1
59.61,41.99,35.49,30.83,32.03,128.11,3.09,869.1,24.35,42.3,-8.21,none,0
67.44,98.47,74.71,50.45,41.65,631.28,2.15,988.34,128.35,25.98,11.71,memory_exhaustion,1
34.91,45.08,52.2,57.95,44.13,180.92,0.24,724.17,30.48,29.12,2.96,none,0
32.95,41.18,56.65,13.11,60.11,156.51,1.57,865.17,40.34,37.58,17.26,none,0
45.95,50.51,59.67,66.05,24.54,80.27,1.22,526.87,64.6,54.0,10.17,none,0
64.07,42.62,49.58,50.13,37.44,103.62,1.08,1095.43,43.67,20.94,3.1,none,0
24.14,55.39,53.39,30.92,37.76,176.76,2.28,1084.89,58.59,56.73,10.51,none,0
61.97,40.78,66.2,8.34,37.59,80.11,1.27,615.21,30.43,47.01,-1.5,none,0
48.29,49.43,75.22,34.72,53.06,163.01,0.23,1021.82,28.7,32.61,22.74,none,0
99.94,69.84,66.16,47.19,28.53,632.78,3.74,1399.55,137.1,59.74,31.19,cpu_saturation,1
27.67,58.57,79.42,80.73,48.72,141.42,1.47,1340.3,50.16,36.39,17.03,none,0
33.97,48.14,80.55,91.11,99.04,1048.37,7.39,922.51,63.79,23.33,-11.44,database_connection_exhaustion,1
49.43,30.25,68.1,58.52,45.76,190.84,2.31,1027.39,27.83,20.07,1.45,none,0
93.92,67.21,25.58,59.69,48.29,843.16,2.27,2405.12,124.73,42.26,36.0,cpu_saturation,1
73.93,88.97,45.03,52.55,39.95,1008.91,5.3,994.7,129.19,56.4,20.46,memory_exhaustion,1
35.59,45.73,71.49,52.73,70.17,108.28,1.33,1128.28,39.99,46.29,-8.23,none,0
75.55,91.28,41.71,45.56,33.36,515.34,0.2,802.96,80.9,59.17,8.84,memory_exhaustion,1
35.71,56.58,45.95,91.08,91.88,1171.4,4.88,1174.95,141.53,25.19,22.59,database_connection_exhaustion,1
11.87,59.77,52.13,39.38,34.62,146.67,1.22,627.28,18.23,51.98,0.97,none,0
45.7,55.86,64.75,50.07,63.13,152.46,1.31,1218.36,19.37,33.94,-10.93,none,0
76.28,47.9,66.45,55.49,47.84,210.77,0.49,953.79,0.0,24.83,-11.26,none,0
37.57,54.38,45.02,83.58,98.92,715.32,7.16,748.36,90.16,26.92,-7.72,database_connection_exhaustion,1
45.19,43.75,40.26,20.95,36.89,1091.53,8.9,975.45,165.64,37.39,35.13,api_availability_degradation,1
56.73,66.72,72.65,46.35,27.17,122.62,0.89,647.74,15.87,29.07,-8.95,none,0
54.14,49.41,60.73,92.9,90.72,793.12,7.3,583.0,122.42,48.46,1.98,database_connection_exhaustion,1
80.69,95.59,31.49,42.47,26.36,400.39,5.63,1050.52,128.49,10.32,-7.55,memory_exhaustion,1
100.0,62.08,55.72,47.29,65.96,608.7,4.32,2188.67,62.08,41.09,37.29,cpu_saturation,1
97.85,71.71,51.37,29.56,30.51,561.98,2.44,1965.04,179.88,28.0,29.13,cpu_saturation,1
57.32,57.23,56.19,59.23,47.18,133.41,0.24,1317.83,28.56,33.23,3.97,none,0
59.89,45.68,96.97,63.41,50.21,541.0,5.74,1311.44,14.58,11.94,-13.04,disk_exhaustion,1
74.86,98.92,51.52,17.0,36.36,588.79,6.89,1157.53,65.08,16.18,-12.58,memory_exhaustion,1
63.45,41.41,65.01,44.59,16.23,105.74,1.64,537.59,34.45,18.76,10.41,none,0
51.65,59.8,52.48,43.8,67.28,110.84,1.07,1160.16,36.33,36.36,-7.15,none,0
91.09,94.58,37.07,28.42,50.13,408.89,2.48,1423.11,57.55,36.28,8.86,memory_exhaustion,1
35.36,50.45,95.45,61.9,13.9,684.46,4.35,298.0,36.8,80.95,12.73,disk_exhaustion,1
39.8,64.32,61.96,69.4,61.34,159.48,1.6,921.68,44.65,31.15,6.14,none,0
24.88,52.64,32.12,38.28,55.01,158.45,1.62,783.82,45.73,26.71,12.06,none,0
91.64,70.24,47.52,49.09,30.85,708.96,10.54,1623.9,102.79,53.39,33.99,cpu_saturation,1
34.11,41.25,69.02,31.85,64.49,68.16,1.65,1165.84,41.44,50.38,7.66,none,0
92.71,75.47,48.95,67.25,51.99,337.06,7.98,1871.51,197.75,33.87,28.5,cpu_saturation,1
64.74,44.99,60.54,28.85,26.76,1668.59,10.0,2155.11,243.69,33.78,39.8,api_availability_degradation,1
37.32,51.06,94.25,53.52,40.06,448.49,0.61,788.12,29.46,19.61,0.18,disk_exhaustion,1
52.28,52.13,71.26,30.71,37.82,1127.7,13.07,2129.77,208.68,36.19,44.33,api_availability_degradation,1
11.39,57.55,56.56,45.03,63.27,136.28,1.96,730.81,7.23,31.02,1.86,none,0
28.54,68.08,40.52,43.68,45.17,164.96,1.86,1565.52,20.96,44.69,4.16,none,0
51.73,52.64,32.59,92.19,90.39,792.21,6.9,870.45,42.55,34.1,2.06,database_connection_exhaustion,1
82.37,56.3,59.8,37.17,46.41,89.51,1.89,579.05,10.97,29.35,20.1,none,0
50.01,25.25,55.37,71.03,52.5,46.35,1.53,884.0,48.4,38.5,-9.4,none,0
34.56,24.08,52.39,45.07,50.72,1166.95,9.29,2273.13,179.59,39.72,38.99,api_availability_degradation,1
41.05,50.46,44.85,21.58,18.9,1527.17,12.29,1720.55,198.04,37.63,21.24,api_availability_degradation,1
65.35,56.97,61.14,33.93,35.23,174.73,2.38,1431.21,18.97,37.62,-15.94,none,0
89.67,91.19,25.4,27.56,50.14,596.35,5.54,1309.1,94.02,44.12,5.38,memory_exhaustion,1
46.51,63.22,47.93,91.2,96.72,1022.46,6.72,1325.95,142.93,71.68,9.35,database_connection_exhaustion,1
0.0,42.27,55.32,52.53,59.58,843.29,11.27,1217.88,183.48,507.94,3.47,network_degradation,1
55.61,39.18,56.69,52.76,74.28,297.49,1.02,1213.17,17.78,38.13,-3.67,none,0
48.57,53.52,55.74,50.64,51.16,115.74,0.15,668.15,5.84,42.92,-3.16,none,0
48.61,27.97,48.84,13.16,27.84,970.78,5.77,1471.23,153.98,466.78,19.27,network_degradation,1
49.39,57.06,81.96,51.83,46.89,75.13,1.67,880.01,28.15,32.9,9.92,none,0
48.18,37.5,93.08,39.87,51.96,574.86,4.21,909.25,14.47,48.36,-1.51,disk_exhaustion,1
50.28,60.71,94.1,49.49,57.69,589.58,5.09,1005.45,57.76,44.1,-7.85,disk_exhaustion,1
35.86,37.55,56.99,31.44,32.42,1210.95,12.26,888.57,160.76,75.98,33.16,api_availability_degradation,1
37.89,50.34,62.24,69.76,45.48,980.36,11.25,1594.23,140.74,27.95,40.19,api_availability_degradation,1
44.37,38.39,59.93,31.24,69.76,129.93,1.99,1183.29,24.68,25.49,12.3,none,0
25.95,57.28,51.99,34.4,37.52,1060.32,9.11,2028.92,135.93,35.31,31.43,api_availability_degradation,1
43.25,51.4,78.79,43.71,77.05,1009.81,9.95,1390.54,177.97,36.03,41.97,api_availability_degradation,1
46.2,54.5,56.05,34.99,81.69,160.85,2.54,1109.52,52.6,28.36,4.11,none,0
36.42,53.21,51.31,23.59,40.46,130.7,2.2,638.27,22.31,28.74,12.45,none,0
60.69,49.44,62.35,90.89,81.27,998.18,8.18,1049.47,107.36,50.45,5.48,database_connection_exhaustion,1
98.21,77.47,69.92,38.88,45.34,705.95,4.54,1935.72,165.55,56.44,46.02,cpu_saturation,1
92.18,68.4,34.24,35.75,35.56,586.96,3.45,1576.1,103.14,48.23,23.16,cpu_saturation,1
48.55,37.14,63.49,57.84,32.03,219.93,1.82,981.78,3.32,14.3,20.73,none,0
68.99,72.29,75.62,94.38,91.98,1019.74,4.57,1186.4,160.85,38.12,-15.3,database_connection_exhaustion,1
30.94,67.72,31.73,54.05,31.03,149.56,2.36,1225.44,17.65,30.81,-10.73,none,0
92.72,65.64,32.41,41.92,44.51,517.26,4.84,1315.48,134.03,52.26,39.2,cpu_saturation,1
36.95,56.13,100.0,41.03,40.36,495.33,1.75,542.74,46.77,43.17,-0.43,disk_exhaustion,1
55.01,30.44,32.1,59.29,44.19,115.32,0.19,1081.57,8.98,24.72,-4.56,none,0
28.48,38.6,69.17,47.52,45.23,171.81,0.65,1090.87,36.4,24.64,10.97,none,0
48.93,69.99,99.14,31.15,46.95,476.34,4.26,494.01,29.02,54.15,14.53,disk_exhaustion,1
48.06,41.2,35.99,30.32,37.81,193.31,0.34,756.48,42.08,34.65,3.01,none,0
73.99,56.72,58.78,47.96,51.14,1313.28,10.53,1991.05,110.36,53.55,58.76,api_availability_degradation,1
57.3,42.41,34.65,54.62,28.81,101.01,1.67,1183.96,24.96,36.9,3.88,none,0
39.3,30.59,66.03,86.82,45.9,209.55,1.29,663.39,63.77,27.32,14.47,none,0
67.16,91.93,37.54,35.03,80.28,724.14,5.23,908.11,156.88,20.74,5.3,memory_exhaustion,1
41.39,50.83,59.75,28.86,25.52,80.51,0.0,978.74,10.49,31.91,15.2,none,0
55.35,31.04,44.72,71.12,38.58,214.39,3.38,895.29,20.01,7.6,7.92,none,0
92.35,66.38,39.61,73.07,40.77,775.86,7.25,1260.2,23.32,43.15,9.38,cpu_saturation,1
72.49,92.1,35.14,58.47,62.07,351.91,6.75,1250.02,106.27,40.26,8.85,memory_exhaustion,1
32.0,59.25,49.9,25.13,64.96,46.85,1.62,972.29,5.42,44.88,-1.93,none,0
60.06,52.65,17.62,36.66,35.51,210.52,1.64,1079.22,45.26,64.46,19.59,none,0
40.92,55.22,54.51,80.27,89.06,961.53,10.01,1096.51,113.02,35.9,9.47,database_connection_exhaustion,1
37.67,62.63,55.16,56.15,40.56,1041.69,10.95,1219.89,96.72,23.14,44.53,api_availability_degradation,1
68.53,63.07,27.38,88.87,92.21,759.75,6.08,1083.38,136.85,45.66,12.24,database_connection_exhaustion,1
33.41,62.84,40.18,48.05,57.54,172.44,0.02,1033.31,18.93,20.17,7.23,none,0
48.67,67.47,59.53,41.51,42.59,195.7,1.26,883.66,16.03,26.59,13.93,none,0
66.95,94.43,40.66,33.07,53.66,600.29,3.37,1115.43,87.86,39.42,-0.69,memory_exhaustion,1
40.14,58.8,41.87,32.86,39.4,1180.65,5.91,1552.5,199.74,57.43,41.34,api_availability_degradation,1
43.73,45.4,58.38,43.13,35.54,682.78,8.7,698.41,125.62,613.83,-10.9,network_degradation,1
92.5,99.11,70.21,42.85,40.24,535.79,2.1,1400.98,185.43,45.13,28.88,cpu_saturation,1
100.0,77.95,44.13,28.65,42.81,894.81,4.68,1748.23,103.68,37.7,28.27,cpu_saturation,1
95.52,66.68,53.23,51.76,41.95,928.87,1.28,1637.68,185.77,18.88,35.82,cpu_saturation,1
36.9,39.06,22.65,50.41,37.75,122.85,2.46,890.15,22.77,19.96,-4.08,none,0
98.59,62.05,42.39,50.42,60.72,408.02,6.03,1789.93,86.4,4.68,47.67,cpu_saturation,1
100.0,77.38,85.69,39.11,58.47,488.7,7.69,1570.31,49.5,43.52,29.96,cpu_saturation,1
63.52,91.68,54.16,43.7,35.04,655.46,6.78,1280.24,109.42,49.23,3.8,memory_exhaustion,1
48.9,62.51,23.65,11.9,21.78,196.28,0.0,997.54,16.34,42.33,3.58,none,0
39.01,58.49,76.95,63.97,39.56,536.64,6.07,1493.85,131.66,627.28,12.84,network_degradation,1
63.46,64.74,54.31,59.97,38.68,108.68,0.44,965.69,24.8,55.05,10.63,none,0
45.87,44.97,28.31,27.26,56.8,143.08,0.45,1341.77,55.47,58.07,9.24,none,0
44.63,51.96,64.43,55.61,51.81,10.0,2.42,1049.87,9.64,42.97,8.02,none,0
35.36,36.73,40.4,53.56,35.67,154.66,2.09,891.53,41.66,60.33,13.46,none,0
57.82,54.74,67.73,27.39,43.88,169.61,1.44,1625.6,27.13,13.26,5.55,none,0
31.91,49.56,53.9,44.11,36.03,204.85,3.23,790.12,10.4,33.44,19.07,none,0
50.49,39.05,81.76,40.57,48.74,824.02,5.74,999.09,126.66,431.28,-11.88,network_degradation,1
35.34,48.37,43.38,87.25,91.33,927.16,8.76,1278.17,113.13,37.59,23.71,database_connection_exhaustion,1
83.61,100.0,38.25,49.56,45.65,614.68,3.68,1004.18,106.2,40.73,-12.3,memory_exhaustion,1
66.61,56.01,67.49,56.4,52.59,79.91,0.33,605.17,12.04,23.76,23.6,none,0
46.5,47.07,57.9,46.05,26.16,179.89,0.96,821.66,25.4,52.13,-1.25,none,0
51.04,53.08,95.18,23.95,46.9,808.59,3.72,884.34,22.22,84.4,14.76,disk_exhaustion,1
35.46,53.06,82.62,34.14,47.25,149.09,0.79,1193.74,13.27,51.64,9.3,none,0
67.21,98.27,70.39,23.87,26.87,724.03,4.1,1033.88,87.09,34.57,17.67,memory_exhaustion,1
54.01,37.99,59.81,42.47,48.22,48.93,0.77,1063.42,45.79,38.03,12.23,none,0
38.27,53.36,54.06,56.44,41.15,137.64,2.02,865.65,16.39,46.97,-4.64,none,0
